46 479
16 18 37
42 46 34
43 23 36
46 15 75
46 18 71
18 8 2
8 9 87
42 30 44
44 4 56
34 46 53
31 40 39
15 20 67
13 26 49
31 14 5
21 37 54
42 23 23
30 14 27
10 35 2
26 8 66
40 32 96
4 23 16
5 7 57
5 17 89
38 11 18
39 43 77
23 11 56
35 34 27
18 36 68
41 35 93
45 23 42
13 26 17
33 39 59
38 3 28
22 32 72
25 16 20
17 4 47
23 45 63
40 42 38
8 18 14
7 25 81
35 40 60
22 6 55
16 17 53
29 1 1
5 29 85
41 24 70
19 35 76
28 45 66
16 35 52
30 37 1
10 3 85
44 14 96
19 28 73
35 7 13
28 38 63
37 24 86
21 10 44
19 23 70
36 29 14
7 22 25
1 17 12
26 4 49
26 41 98
35 25 39
46 27 16
29 41 50
41 26 16
28 34 70
6 22 9
7 34 26
39 27 95
16 12 54
30 4 57
28 42 19
21 27 74
12 20 28
42 21 56
42 1 7
28 40 85
21 45 6
4 35 73
19 12 74
11 46 44
6 17 60
42 27 10
42 39 2
32 26 71
18 11 5
6 23 85
3 2 11
36 22 91
35 28 44
27 3 52
34 20 26
25 3 62
29 38 30
44 9 16
18 14 25
20 15 79
45 15 46
22 14 35
11 41 95
37 39 70
17 14 81
14 30 55
45 5 90
28 23 36
44 43 23
1 37 69
1 18 65
20 41 91
37 35 72
9 44 59
33 13 13
9 28 59
44 15 63
45 31 3
18 4 100
37 43 71
7 43 60
8 2 9
19 28 17
42 16 70
43 17 93
31 27 39
8 24 24
15 44 56
44 14 76
33 29 87
14 25 92
9 16 80
13 41 22
14 40 86
20 22 50
46 20 37
45 40 74
12 37 28
22 32 24
11 28 78
11 6 78
18 15 91
33 8 41
28 42 8
8 36 20
41 18 95
8 14 81
2 34 65
16 30 24
22 8 35
35 19 65
11 38 20
31 37 65
11 5 81
27 31 77
34 7 4
42 1 90
2 26 87
38 1 14
29 4 61
1 11 10
3 15 64
18 44 10
8 1 30
45 16 62
4 45 62
6 45 70
33 18 22
3 13 5
31 26 42
11 2 74
24 17 19
21 12 51
12 32 71
30 28 92
4 46 72
3 13 90
6 23 42
7 35 59
32 5 72
42 10 8
39 26 78
7 24 49
38 13 10
13 26 62
34 27 89
39 42 13
4 11 55
30 8 11
23 38 68
15 29 39
8 25 85
30 39 7
35 44 66
12 44 49
16 9 94
6 11 63
34 35 92
15 46 100
7 5 22
4 12 28
33 27 97
39 42 8
35 27 18
