74 1101
21 66 67
62 22 96
51 22 5
1 49 10
52 11 20
61 57 94
68 6 75
44 20 55
65 38 91
32 70 12
41 24 89
34 68 72
69 59 37
61 42 69
10 19 40
30 25 37
17 42 88
42 70 9
71 51 53
34 27 67
23 14 71
20 36 64
40 4 16
58 30 14
46 1 32
48 33 13
47 31 93
32 44 90
17 36 40
32 44 99
52 50 7
46 57 40
6 67 67
50 8 89
55 12 13
70 15 23
1 51 15
30 71 54
5 10 77
36 21 38
52 63 25
62 73 11
41 18 22
52 1 59
25 18 75
52 25 26
47 70 38
11 7 85
53 40 46
64 12 83
64 58 50
59 67 74
65 48 72
52 58 59
44 57 62
71 64 5
59 50 12
34 24 11
20 15 94
1 47 22
18 22 62
35 52 25
28 54 39
10 64 69
70 3 35
62 58 12
43 65 14
50 43 23
14 50 66
53 36 35
57 60 68
59 21 88
13 64 48
63 50 38
46 19 17
6 41 9
23 44 57
17 62 38
27 25 54
14 72 90
63 19 50
8 9 86
9 41 72
52 64 12
32 3 79
69 60 99
64 47 36
40 72 16
59 74 99
10 48 84
34 61 59
34 73 24
3 70 39
54 14 13
34 39 31
72 12 88
66 68 88
8 54 75
32 8 23
55 5 90
22 64 37
15 35 45
34 52 68
50 8 43
36 28 22
35 32 33
24 56 44
40 2 82
66 38 74
59 63 53
19 74 45
9 40 76
66 40 16
71 33 30
26 41 71
57 50 99
59 72 49
63 3 83
64 31 60
33 16 51
28 32 24
30 52 3
46 70 76
36 8 67
19 70 38
32 16 26
25 60 62
25 71 71
45 29 66
35 47 54
58 2 54
56 67 57
13 55 61
14 13 17
64 70 5
9 44 69
46 52 45
26 70 88
43 3 48
67 29 96
8 35 57
29 32 95
15 56 63
49 21 21
64 68 99
52 66 71
6 58 47
13 71 60
21 58 98
24 6 11
46 31 98
72 24 57
37 58 79
13 50 95
16 69 72
57 52 18
27 59 92
12 68 13
10 68 20
42 35 85
8 63 2
31 68 82
19 25 16
73 71 49
71 64 98
12 5 2
22 19 2
61 7 55
18 49 14
63 27 26
21 44 37
34 6 68
17 59 84
15 40 78
60 49 27
32 68 59
9 54 72
41 48 8
50 45 68
44 68 48
9 54 90
73 6 32
23 45 39
64 5 20
67 16 9
68 41 27
27 55 90
15 2 78
17 16 15
28 50 36
14 69 47
20 15 70
6 16 36
52 47 34
49 66 33
2 47 22
4 35 59
37 29 38
65 8 20
63 37 57
32 33 42
52 57 75
31 68 50
41 73 82
23 47 93
5 29 34
26 52 70
26 33 66
55 42 92
66 19 50
44 11 43
65 59 80
11 15 42
24 46 93
38 74 23
34 18 28
2 29 37
47 6 92
16 72 68
43 17 98
11 59 94
25 18 55
34 19 2
57 19 59
4 41 4
60 7 34
11 17 97
69 51 26
4 52 22
20 45 70
42 9 54
70 9 72
