17 78
4 15 44
5 17 2
10 5 84
15 9 34
7 3 87
12 16 95
2 9 29
7 9 57
17 4 70
16 2 95
4 3 29
8 4 29
6 10 6
3 6 67
12 7 97
12 16 17
1 11 24
12 14 38
1 15 24
7 6 84
7 17 77
17 11 15
16 7 52
5 10 90
15 5 20
11 4 63
2 5 24
15 16 78
9 12 11
3 8 36
10 13 7
3 11 96
11 12 90
12 15 94
3 7 46
3 14 79
7 4 46
9 4 78
7 5 20
5 7 24
11 10 58
6 14 53
9 8 57
7 5 47
6 10 3
14 8 41
10 9 71
12 17 22
10 6 63
9 11 12
17 13 16
10 7 55
10 1 14
6 17 90
9 1 38
15 7 56
11 12 32
9 3 83
2 7 68
6 7 91
10 15 9
9 4 2
4 8 44
15 13 80
15 17 43
14 5 67
6 1 86
1 17 13
10 14 21
11 5 79
12 16 38
7 5 49
15 16 1
1 17 52
4 6 69
9 5 5
14 3 62
14 1 74
