51 226
27 46 66
36 10 34
8 20 63
33 8 83
14 37 91
9 12 74
5 49 43
3 50 32
23 5 84
20 23 71
36 51 41
19 36 5
51 15 75
6 1 35
21 33 63
43 13 43
8 49 16
29 43 92
11 37 81
47 41 21
22 40 65
27 1 17
28 47 29
38 2 6
20 18 40
3 18 57
6 47 89
32 46 96
14 27 24
23 2 26
47 14 40
34 36 8
42 50 42
13 30 76
1 51 24
27 35 24
28 26 91
51 40 8
48 32 23
3 46 14
15 11 57
10 51 64
30 1 77
4 36 98
10 47 42
16 23 83
38 3 83
14 43 68
4 22 29
38 23 40
27 11 23
25 30 3
9 14 23
11 28 16
13 41 72
5 47 89
15 26 29
25 14 4
45 4 46
25 3 13
5 25 40
21 33 79
1 14 16
27 25 52
20 36 25
23 37 43
8 3 28
47 38 20
10 28 3
27 43 69
42 45 50
20 16 10
10 39 67
10 21 52
23 40 23
29 21 68
10 41 85
26 19 100
34 45 33
43 6 10
12 43 14
24 20 52
46 8 35
45 35 11
31 33 45
49 6 29
36 49 15
19 30 6
20 8 11
1 42 55
5 48 18
45 36 67
6 25 46
30 32 96
2 14 72
9 32 44
44 46 11
23 15 44
2 24 58
17 8 60
27 13 27
6 42 74
46 36 44
7 17 17
40 22 60
20 4 77
20 8 59
17 13 92
15 4 97
35 15 83
36 18 66
46 36 10
10 27 2
17 16 27
50 35 87
51 26 100
26 1 68
38 39 84
29 42 58
5 51 10
31 24 83
5 40 37
29 22 9
18 3 73
19 28 4
38 44 37
43 45 63
20 21 61
14 23 9
40 6 29
2 27 79
29 37 18
6 42 78
24 30 5
9 35 29
50 2 58
17 26 51
31 5 44
7 29 59
48 43 75
12 11 98
51 26 77
1 16 42
34 48 40
42 20 4
33 17 29
13 49 59
19 39 2
12 29 69
46 20 79
51 13 67
18 44 85
28 3 77
43 28 97
8 41 68
7 15 16
45 28 53
31 9 71
20 33 12
1 11 2
1 51 20
38 6 5
12 39 39
30 16 62
42 8 44
32 10 68
12 10 12
7 10 23
37 13 60
29 17 19
20 25 44
9 28 73
42 26 68
2 45 52
15 47 30
33 46 42
44 29 79
4 1 60
41 14 87
10 29 53
45 15 85
9 24 32
45 15 94
27 34 72
22 4 27
15 49 94
34 6 90
10 13 8
11 37 11
45 1 58
40 16 100
45 50 51
36 20 92
30 23 5
23 26 66
11 49 37
22 21 9
51 37 83
47 28 88
34 24 37
2 3 75
11 22 68
6 11 81
5 26 3
6 13 23
35 24 44
23 13 68
13 24 11
6 50 81
9 3 69
28 41 49
42 43 88
3 24 84
23 40 49
28 47 16
19 6 57
34 22 48
17 44 40
2 48 18
39 43 52
36 39 83
34 25 62
37 8 40
34 31 78
37 47 23
1 21 86
