80 1428
25 70 33
15 63 5
8 42 17
70 78 84
28 53 89
64 23 70
11 70 57
48 32 3
35 78 83
69 64 17
55 42 18
37 11 22
14 69 94
67 51 22
71 3 36
72 38 24
28 32 43
33 5 79
40 49 50
14 66 24
39 22 8
3 62 40
43 12 48
63 32 21
46 13 91
59 5 99
8 13 57
16 28 63
8 18 23
27 7 46
17 37 80
43 20 25
37 29 53
71 13 57
78 41 90
21 45 25
41 10 68
18 66 86
3 48 34
3 58 47
45 52 91
46 29 76
64 55 49
27 18 33
20 24 62
19 80 74
43 2 97
79 14 76
18 76 28
76 54 7
54 55 59
61 14 72
66 29 25
25 5 99
77 15 20
66 42 80
67 60 66
1 15 69
46 32 58
35 78 50
23 21 86
32 65 31
67 76 46
4 14 14
8 4 78
45 80 22
63 57 40
34 45 51
16 58 44
62 45 41
80 71 14
38 74 19
43 63 61
17 60 58
31 27 40
41 76 88
36 47 8
6 8 96
21 77 88
10 63 53
23 1 90
29 16 91
5 51 62
43 37 44
4 14 27
57 52 4
45 69 26
3 14 88
13 9 79
14 19 73
7 74 43
45 53 23
55 12 96
31 1 1
7 67 40
17 32 94
24 72 95
19 8 94
66 19 27
8 27 57
66 52 97
43 2 41
36 74 15
43 45 39
13 76 87
22 24 39
14 18 62
8 28 30
34 44 53
10 31 96
56 33 49
11 57 29
3 34 56
40 47 60
4 6 18
6 50 60
70 10 18
63 29 66
53 34 49
19 67 97
2 16 11
59 65 83
17 34 8
79 72 96
27 62 37
64 40 83
50 44 74
69 61 16
47 14 90
11 59 88
30 21 93
33 23 15
79 57 93
15 7 11
26 51 67
26 52 32
37 54 29
36 51 79
52 79 70
2 14 99
78 6 15
25 69 90
31 39 88
17 5 79
19 80 21
40 10 24
79 36 47
11 33 48
38 37 65
41 11 73
79 30 89
27 42 49
69 56 71
22 78 98
74 30 35
11 44 62
35 65 27
69 38 22
19 77 29
72 71 79
36 45 17
32 44 4
26 32 8
30 78 65
63 54 98
24 7 44
62 24 50
45 46 97
46 15 78
4 18 57
40 42 46
29 76 89
38 35 95
73 45 64
46 53 46
6 7 20
72 57 50
29 49 71
34 32 41
53 70 36
62 80 44
79 68 47
48 36 26
72 59 95
10 61 53
37 34 59
62 7 59
21 59 43
48 59 9
7 31 6
40 41 63
53 66 43
57 42 36
80 47 88
36 41 14
28 43 41
15 30 59
61 50 66
56 15 55
78 62 17
59 38 36
79 49 46
60 63 96
40 10 89
43 72 24
57 63 72
6 5 85
26 24 12
18 78 49
28 17 2
63 79 99
51 1 55
37 49 28
58 66 50
73 34 58
79 70 82
24 57 25
45 19 24
22 36 58
73 71 61
21 24 53
49 13 34
64 62 54
22 30 14
71 1 90
67 74 26
45 41 84
8 37 16
64 47 47
32 67 93
79 77 98
79 49 36
24 10 70
63 65 33
60 76 25
62 41 60
3 65 66
35 43 59
17 26 85
29 2 61
46 18 40
25 29 86
49 65 94
8 42 71
53 16 22
23 17 59
14 2 9
59 62 72
74 51 41
64 75 63
3 38 61
3 9 34
64 7 49
69 62 38
54 65 65
80 73 39
18 16 90
65 48 27
60 10 47
19 61 66
53 21 91
59 70 61
55 30 88
13 52 20
7 27 91
10 18 2
66 20 30
65 64 12
17 59 85
19 45 99
76 38 9
8 16 22
57 13 5
59 9 64
36 20 18
11 38 18
71 12 56
71 6 98
42 40 52
42 46 95
51 12 3
18 51 43
52 47 21
13 19 62
43 40 24
25 61 75
61 67 79
53 3 68
12 13 55
55 43 52
65 74 52
41 28 30
5 28 24
57 28 38
26 41 25
28 33 14
50 62 71
28 42 99
13 30 84
25 70 57
60 4 91
71 65 58
67 63 43
35 80 32
67 22 11
40 80 85
37 5 31
61 42 84
18 70 10
35 65 52
77 35 55
39 73 21
64 39 75
53 32 80
25 28 32
28 70 58
43 39 49
44 40 38
66 71 56
68 57 33
52 73 5
29 39 75
17 75 10
74 50 52
24 54 1
77 24 23
78 59 5
19 58 18
62 57 72
37 68 64
38 77 1
59 38 35
40 60 89
77 28 29
27 80 55
71 60 77
52 3 67
32 77 39
38 47 94
5 69 51
40 72 99
1 6 63
61 70 51
8 62 10
38 8 22
3 78 44
11 60 22
61 32 24
73 54 30
13 65 37
46 7 76
77 78 7
4 49 47
74 64 48
24 76 38
55 30 58
54 74 97
52 18 23
7 60 58
35 54 5
55 53 41
20 50 80
2 59 76
23 30 74
31 29 12
61 9 54
17 7 94
62 80 46
76 20 11
22 39 98
75 8 69
8 29 74
19 29 29
3 22 18
35 60 25
18 53 45
13 44 48
49 43 69
51 27 60
34 13 42
29 10 100
53 20 50
51 20 57
73 18 39
67 20 3
6 78 72
9 78 89
75 26 72
80 40 28
27 63 54
12 45 58
40 45 48
18 7 27
76 45 94
74 1 75
6 13 63
21 25 79
12 8 31
52 77 76
54 35 72
15 39 15
5 63 37
36 40 42
48 60 87
41 37 26
25 37 79
25 40 84
47 5 39
53 1 27
59 26 18
55 80 3
57 45 38
63 61 60
35 49 14
80 47 21
66 18 100
36 16 70
38 73 45
61 49 70
3 17 27
65 32 95
71 32 29
15 60 92
39 1 28
54 31 92
53 66 25
43 55 89
21 42 57
80 49 80
2 28 45
29 2 40
60 26 39
40 66 74
58 42 71
65 54 10
77 7 2
1 62 18
47 8 39
28 11 12
51 11 73
76 11 40
63 34 38
80 76 74
29 28 69
21 23 57
14 42 24
